ID,Modulo,"Requerimiento funcional","Escenario de prueba",Precondiciones,"Pasos ejecutados","Resultado esperado","Resultado obtenido",Estatus
F-146,Provisiones,"Notificaciones financieras","FinancialProvisionPendingInvoiceNotification y FinancialProvisionDiscrepancyNotification disparan cuando corresponde","Ambiente de QA disponible; usuario con acceso al modulo Provisiones; flujo Notificaciones financieras habilitado; nivel de prueba Notification disponible.","Ingresar al modulo Provisiones -> Abrir el flujo Notificaciones financieras -> Ejecutar el escenario FinancialProvisionPendingInvoiceNotification y FinancialProvisionDiscrepancyNotification disparan cuando corresponde -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: FinancialProvisionPendingInvoiceNotification y FinancialProvisionDiscrepancyNotification disparan cuando corresponde.","Pendiente de ejecucion.",
F-147,Herramientas,"CFDI generator - UI","Acceso solo superadmin","Ambiente de QA disponible; usuario con acceso al modulo Herramientas; flujo CFDI generator - UI habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Herramientas -> Abrir el flujo CFDI generator - UI -> Ejecutar el escenario acceso solo superadmin -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: acceso solo superadmin.","Pendiente de ejecucion.",
F-147,Herramientas,"CFDI generator - UI","Form con datos validos","Ambiente de QA disponible; usuario con acceso al modulo Herramientas; flujo CFDI generator - UI habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Herramientas -> Abrir el flujo CFDI generator - UI -> Ejecutar el escenario form con datos validos -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: form con datos validos.","Pendiente de ejecucion.",
F-147,Herramientas,"CFDI generator - UI","Errores de validacion","Ambiente de QA disponible; usuario con acceso al modulo Herramientas; flujo CFDI generator - UI habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Herramientas -> Abrir el flujo CFDI generator - UI -> Ejecutar el escenario errores de validacion -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: errores de validacion.","Pendiente de ejecucion.",
F-147,Herramientas,"CFDI generator - UI","Descarga XML/PDF","Ambiente de QA disponible; usuario con acceso al modulo Herramientas; flujo CFDI generator - UI habilitado; nivel de prueba UI + Feature HTTP disponible; archivo(s) de prueba disponible(s).","Ingresar al modulo Herramientas -> Abrir el flujo CFDI generator - UI -> Ejecutar el escenario descarga XML/PDF -> Validar respuesta del sistema y evidencia generada","La descarga se genera correctamente y el archivo resultante es utilizable.","Pendiente de ejecucion.",
F-148,Herramientas,"CFDI generator service","Estructura XML","Ambiente de QA disponible; usuario con acceso al modulo Herramientas; flujo CFDI generator service habilitado; nivel de prueba Service disponible; archivo(s) de prueba disponible(s).","Ingresar al modulo Herramientas -> Abrir el flujo CFDI generator service -> Ejecutar el escenario estructura XML -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: estructura XML.","Pendiente de ejecucion.",
F-148,Herramientas,"CFDI generator service","Sello/datos demo","Ambiente de QA disponible; usuario con acceso al modulo Herramientas; flujo CFDI generator service habilitado; nivel de prueba Service disponible; datos semilla cargados.","Ingresar al modulo Herramientas -> Abrir el flujo CFDI generator service -> Ejecutar el escenario sello/datos demo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: sello/datos demo.","Pendiente de ejecucion.",
F-148,Herramientas,"CFDI generator service","Representacion PDF","Ambiente de QA disponible; usuario con acceso al modulo Herramientas; flujo CFDI generator service habilitado; nivel de prueba Service disponible; archivo(s) de prueba disponible(s).","Ingresar al modulo Herramientas -> Abrir el flujo CFDI generator service -> Ejecutar el escenario representacion PDF -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: representacion PDF.","Pendiente de ejecucion.",
F-148,Herramientas,"CFDI generator service","Nombres de archivo","Ambiente de QA disponible; usuario con acceso al modulo Herramientas; flujo CFDI generator service habilitado; nivel de prueba Service disponible; archivo(s) de prueba disponible(s).","Ingresar al modulo Herramientas -> Abrir el flujo CFDI generator service -> Ejecutar el escenario nombres de archivo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: nombres de archivo.","Pendiente de ejecucion.",
F-148,Herramientas,"CFDI generator service","No persistencia en disco","Ambiente de QA disponible; usuario con acceso al modulo Herramientas; flujo CFDI generator service habilitado; nivel de prueba Service disponible.","Ingresar al modulo Herramientas -> Abrir el flujo CFDI generator service -> Ejecutar el escenario no persistencia en disco -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: no persistencia en disco.","Pendiente de ejecucion.",
F-149,Herramientas,"CFDI XML parser","Parseo de XML valido","Ambiente de QA disponible; usuario con acceso al modulo Herramientas; flujo CFDI XML parser habilitado; nivel de prueba Service disponible; archivo(s) de prueba disponible(s).","Ingresar al modulo Herramientas -> Abrir el flujo CFDI XML parser -> Ejecutar el escenario parseo de XML valido -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: parseo de XML valido.","Pendiente de ejecucion.",
F-149,Herramientas,"CFDI XML parser","Rechazo de XML invalido","Ambiente de QA disponible; usuario con acceso al modulo Herramientas; flujo CFDI XML parser habilitado; nivel de prueba Service disponible; archivo(s) de prueba disponible(s).","Ingresar al modulo Herramientas -> Abrir el flujo CFDI XML parser -> Ejecutar el escenario rechazo de XML invalido -> Validar respuesta del sistema y evidencia generada","El sistema rechaza la accion indicada, conserva la integridad del flujo y muestra el mensaje o validacion correspondiente.","Pendiente de ejecucion.",
F-149,Herramientas,"CFDI XML parser","Campos faltantes","Ambiente de QA disponible; usuario con acceso al modulo Herramientas; flujo CFDI XML parser habilitado; nivel de prueba Service disponible.","Ingresar al modulo Herramientas -> Abrir el flujo CFDI XML parser -> Ejecutar el escenario campos faltantes -> Validar respuesta del sistema y evidencia generada","El registro se crea correctamente, respetando validaciones y reglas de negocio.","Pendiente de ejecucion.",
F-149,Herramientas,"CFDI XML parser","Montos y RFC bien extraidos","Ambiente de QA disponible; usuario con acceso al modulo Herramientas; flujo CFDI XML parser habilitado; nivel de prueba Service disponible.","Ingresar al modulo Herramientas -> Abrir el flujo CFDI XML parser -> Ejecutar el escenario montos y RFC bien extraidos -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: montos y RFC bien extraidos.","Pendiente de ejecucion.",
F-150,Integraciones,"SAT EFOS - index/data",Listado,"Ambiente de QA disponible; usuario con acceso al modulo Integraciones; flujo SAT EFOS - index/data habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Integraciones -> Abrir el flujo SAT EFOS - index/data -> Ejecutar el escenario listado -> Validar respuesta del sistema y evidencia generada","La informacion se muestra correctamente en pantalla, sin errores y con datos consistentes.","Pendiente de ejecucion.",
F-150,Integraciones,"SAT EFOS - index/data",Paginacion/datatable,"Ambiente de QA disponible; usuario con acceso al modulo Integraciones; flujo SAT EFOS - index/data habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Integraciones -> Abrir el flujo SAT EFOS - index/data -> Ejecutar el escenario paginacion/datatable -> Validar respuesta del sistema y evidencia generada","La informacion se muestra correctamente en pantalla, sin errores y con datos consistentes.","Pendiente de ejecucion.",
F-150,Integraciones,"SAT EFOS - index/data","Sin datos","Ambiente de QA disponible; usuario con acceso al modulo Integraciones; flujo SAT EFOS - index/data habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Integraciones -> Abrir el flujo SAT EFOS - index/data -> Ejecutar el escenario sin datos -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: sin datos.","Pendiente de ejecucion.",
F-150,Integraciones,"SAT EFOS - index/data","Consulta por job status","Ambiente de QA disponible; usuario con acceso al modulo Integraciones; flujo SAT EFOS - index/data habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Integraciones -> Abrir el flujo SAT EFOS - index/data -> Ejecutar el escenario consulta por job status -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: consulta por job status.","Pendiente de ejecucion.",
F-151,Integraciones,"SAT EFOS - sync manual","Dispara job","Ambiente de QA disponible; usuario con acceso al modulo Integraciones; flujo SAT EFOS - sync manual habilitado; nivel de prueba Feature HTTP + Job + Command disponible.","Ingresar al modulo Integraciones -> Abrir el flujo SAT EFOS - sync manual -> Ejecutar el escenario dispara job -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: dispara job.","Pendiente de ejecucion.",
F-151,Integraciones,"SAT EFOS - sync manual","Guarda jobId","Ambiente de QA disponible; usuario con acceso al modulo Integraciones; flujo SAT EFOS - sync manual habilitado; nivel de prueba Feature HTTP + Job + Command disponible.","Ingresar al modulo Integraciones -> Abrir el flujo SAT EFOS - sync manual -> Ejecutar el escenario guarda jobId -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: guarda jobId.","Pendiente de ejecucion.",
F-151,Integraciones,"SAT EFOS - sync manual","Procesa CSV","Ambiente de QA disponible; usuario con acceso al modulo Integraciones; flujo SAT EFOS - sync manual habilitado; nivel de prueba Feature HTTP + Job + Command disponible.","Ingresar al modulo Integraciones -> Abrir el flujo SAT EFOS - sync manual -> Ejecutar el escenario procesa CSV -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: procesa CSV.","Pendiente de ejecucion.",
F-151,Integraciones,"SAT EFOS - sync manual","Actualiza tabla","Ambiente de QA disponible; usuario con acceso al modulo Integraciones; flujo SAT EFOS - sync manual habilitado; nivel de prueba Feature HTTP + Job + Command disponible.","Ingresar al modulo Integraciones -> Abrir el flujo SAT EFOS - sync manual -> Ejecutar el escenario actualiza tabla -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: actualiza tabla.","Pendiente de ejecucion.",
F-151,Integraciones,"SAT EFOS - sync manual","Maneja URL invalida","Ambiente de QA disponible; usuario con acceso al modulo Integraciones; flujo SAT EFOS - sync manual habilitado; nivel de prueba Feature HTTP + Job + Command disponible.","Ingresar al modulo Integraciones -> Abrir el flujo SAT EFOS - sync manual -> Ejecutar el escenario maneja URL invalida -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: maneja URL invalida.","Pendiente de ejecucion.",
